TOKEN|MORPH ANALYSIS|UPOS
likhethwa|li-kheth-w-a|V
ngumkhandlu|ng-u-m-khandlu|COP
nekomidi|na-i-komidi|ADV
lemeya|la-i-meya|POSS
elikhethwe|eli-kheth-w-e|REL
ngumphathidolobha|ng-u-m-phathidolobha|COP
omkhulu|om-khulu|ADJ
.|.|PUNC
Omabili|o-ma-bili|REL
amakomidi|a-ma-komidi|N
aholwa|a-hol-w-a|V
ngumphathidolobha|ng-u-m-phathidolobha|COP
.|.|PUNC
Lawa|lawa|CDEM
makomidi|ma-komidi|N
akhiwe|a-akh-iw-e|V
amakhansela|a-ma-khansela|N
anezikhundla|a-na-i-zi-khundla|REL
ezisemqoka|ezi-s-e-m-qoka|REL
.|.|PUNC

Bonke|bo-nke|PRO
abanakekeli|a-ba-nakekeli|N
badinga|ba-ding-a|V
ukuqeqeshelwa|u-ku-qeqesh-el-w-a|V
ukunakekela|u-ku-nakekel-a|V
okuzinze|oku-zinz-e|REL
emakhaya|e-ma-khaya|N
.|.|PUNC
Uma|uma|CONJ
sebeqeqeshiwe|se-be-qeqesh-iw-e|V
bayonikwa|ba-yo-nik-w-a|V
inkokhelo|i-n-khokhel-o|V
kanye|kanye|CONJ
namaphasela|na-a-ma-phasela|ADV
okudla|oku-dla|REL
.|.|PUNC

Uhulumeni|u-hulumeni|N
othuthukayo|o-thuthuk-a-yo|REL
ubhekana|u-bhek-an-a|V
nezimbangela|na-zi-mbangela|ADV
zobuphofu|za-u-bu-phofu|POSS
nokungalingani|na-u-ku-nga-lingan-i|ADV
.|.|PUNC
Uhulumeni|u-hulumeni|N
othuthukayo|o-thuthuk-a-yo|REL
waseNingizimu|wa-s-e-Ningizimu|POSS
Afrika|Afrika|N
uyogxambukela|u-yo-gxambukel-a|V
ukusekela|u-kwe-sekel-a|V
ahole|a-hol-e|V
intuthuko|i-ntuthuko|N
ukuze|ukuze|CONJ
inzuzo|i-nzuzo|N
yalokho|ya-lokho|POSS
ifinyelele|i-finyel-el-e|V
kubo|ku-bo|PRO
bonke|bo-nke|PRO
abantu|a-ba-ntu|N
emphakathini|e-mu-phakathi-ini|N
(|(|PUNC
ikakhulukazi|i-ka-khulukazi|N
abampofu|aba-mpofu|REL
)|)|PUNC
,|,|PUNC
nokwakha|na-u-ku-akh-a|ADV
ukuvumelana|u-ku-vumel-an-a|V
ukuze|ukuze|CONJ
inzuzo|i-nzuzo|N
kazwelonke|ka-zwelonke|POSS
yesikhathi|ya-i-si-khathi|POSS
eside|esi-de|ADJ
ibe|i-be|V
ngaphezulu|nga-phezulu|ADV
kweyesikhathi|kwa-i-ya-i-si-khathi|POSS
esifushane|esi-fushane|ADJ
,|,|PUNC
okuyinselelo|oku-y-i-n-selelo|REL
eseyinkinga|e-se-y-i-n-kinga|REL
.|.|PUNC

Engxenyeni|e-i-n-ngxenye-ini|N
yokuqala|ya-u-ku-qal-a|POSS
yeSigaba|ya-i-si-gaba|POSS
sesi-4|sa-i-si-4|POSS
se-CBP|sa-i-CBP|POSS
ababambe|aba-bamb-e|REL
iqhaza|i-li-qhaza|N
ohlelweni|o-u-lu-hlelo-ini|N
lwe-CBP|lwa-i-CBP|POSS
banikezwa|ba-nikez-w-a|V
imigomo|i-mi-gomo|N
esizayo|e-siz-a-yo|REL
ngeziphakamiso|nga-i-zi-phakamiso|ADV
ezethulwa|ezi-ethul-w-a|REL
ohlelweni|o-u-lu-hlelo-ini|N
lwe-IDP|lwa-i-IDP|POSS
kanye|ka-nye|ADV
namakhasi|na-a-ma-khasi|ADV
okucatshangwayo|oku-cabang-w-a-yo|V
ngohlelo|nga-u-lu-hlelo|ADV
kwezinhlelo|kwa-i-zin-hlelo|POSS
ezidingwa|ezi-ding-w-a|REL
ukwesekwa|u-kwe-sekwa|N
ngabangaphandle|nga-ba-nga-phandle|ADV
.|.|PUNC
Ukwakhiwa|Ukw-akh-iw-a|V
kwesabelomali|kwa-isabelomali|POSS
semali|sa-i-n-mali|POSS
esetshenziswa|e-sebenz-is-w-a|REL
ngokwezidingo|nga-u-kwe-zi-dingo|ADV
esigcemeni|esi-gceme-ini|REL
esizokwenza|esi-zoku-enz-a|REL
ukuba|ukuba|CONJ
umphakathi|u-mu-phakathi|N
uqhubekele|u-reqhubekele|N
phambili|phambili|ADV
ngokushesha|nga-u-ku-shesh-a|ADV
nohlelo|na-u-lu-hlelo|ADV
lwawo|lwa-wo|POSS
nakho|na-kho|ADV
kuyabhungwa|ku-ya-bhungwa|N
.|.|PUNC
Ingxenye|i-n-ngxenye|N
yesibili|ya-i-si-bili|POSS
yeSigaba|ya-i-si-gaba|POSS
sesi-4|sa-i-si-4|POSS
igcizelela|i-gcizelel-a|V
ukuthi|ukuthi|CONJ
uhlelo|u-lu-hlelo|N
olunemininingwane|olu-na-i-mi-niningwane|REL
lokwenza|la-u-ku-enz-a|POSS
lubalulekile|lu-balulek-ile|COP
ukuze|ukuze|CONJ
uhlelo|u-lu-hlelo|N
lube|lu-b-e|V
yimpumelelo|y-i-n-pumelelo|COP
.|.|PUNC
Lwethula|lwe-thul-a|COP
indlela|i-n-dlela|N
amaphrojekthi|a-ma-phrojekthi|N
okudingeka|oku-ding-ek-a|REL
ahlahlelwe|a-hlahlel-w-e|V
ngayo|nga-yo|ADV
abe|a-be|V
wuhlelo|wu-u-lu-hlelo|COP
lokwenza|la-u-ku-enz-a|POSS
olulandela|o-lulandela|N
izinyathelo|i-zi-nyathelo|N
ezichaza|ezi-chaza|REL
ukuthi|ukuthi|CONJ
lubhalwa|lu-bhal-w-a|V
kanjani|ka-njani|ADV
uhlelo|u-lu-hlelo|N
.|.|PUNC
lesi|lesi|CDEM
sigaba|si-gaba|N
siphetha|si-pheth-a|V
ngokwethula|nga-u-kwe-thul-a|ADV
uhlelo|u-lu-hlelo|N
oseluphothuliwe|o-seluphothuliwe|N
kumphathi|ku-u-m-phathi|N
wohlelo|wa-u-hlelo|POSS
lwe-CBP|lwa-i-CBP|POSS
ukuze|ukuze|CONJ
kwamukelwe|kw-amuk-el-w-e|V
isabelo|i-si-abelo|N
semali|sa-i-n-mali|POSS
esisetshenziswa|esi-sebenz-is-w-a|REL
ngokwezidingo|nga-u-kwe-zi-dingo|ADV
.|.|PUNC
Uma|uma|CONJ
sekwamukelwe|se-ku-amuk-el-w-e|V
lokhu|lokhu|CDEM
kumele|ku-mel-e|V
kuhlelwe|ku-hlel-w-e|V
umhlangano|u-mu-hlangano|N
wokubikela|wa-uku-bik-el-a|POSS
umphakathi|u-mu-phakathi|N
nokuwutshela|no-ku-wu-tshel-a|ADV
ngokusha|nga-u-ku-sha|ADV
okuvelile|oku-vel-il-e|REL
.|.|PUNC

Izinsizakusebenza|i-zin-sizakusebenza|N
zikamasipala|zi-ka-masipala|POSS
zisetshenziselwa|zi-sebenz-is-el-w-a|V
ukuhlanganisa|u-ku-hlangan-is-a|V
izindawo|i-zin-dawo|N
ezisemakhaya|ezi-s-e-ma-khaya|REL
kanye|ka-nye|ADV
nezasedolobheni|ne-za-s-e-dolobh-ini|ADV
kanti|kanti|CONJ
futhi|futhi|CONJ
zisetshenziselwa|zi-sebenz-is-el-w-a|V
ukulethela|u-ku-lethela|N
labo|labo|CDEM
bantu|ba-ntu|N
abahluphekayo|aba-hluphek-a-yo|REL
izidingo|i-zi-dingo|N
.|.|PUNC

Ababambiqhaza|a-ba-bambiqhaza|N
baxoxelana|ba-xox-el-an-a|V
ngalokho|nga-lokho|ADV
abake|aba-ke|REL
bahlangabezana|ba-hlangabez-an-a|POSS
nakho|na-kho|ADV
mayelana|mayela-ana|N
nokulethwa|no-ku-leth-w-a|ADV
kwemisebenzi|kwa-i-mi-sebenzi|POSS
okuhle|oku-hle|ADJ
noma|noma|CONJ
okubi|oku-bi|ADJ
.|.|PUNC
Yithi|yi-th-i|COP
umbambiqhaza|um-bambiqhaza|N
oyedwa|o-ye-dwa|REL
noma|noma|CONJ
ababambiqhaza|a-ba-bambiqhaza|N
ababili|aba-bili|ADJ
baxoxe|ba-xox-e|POSS
ngalokho|nga-lokho|ADV
abake|aba-ke|REL
bahlangabezana|ba-hlangabez-an-a|V
nakho|na-kho|ADV
bese|be-se|V
ubabuza|u-ba-buz-e|V
ukuthi|ukuthi|CONJ
yini|yini|INT
okumele|oku-m-el-e|REL
ukuba|ukuba|CONJ
yenziwe|i-enz-iw-e|V
ukuze|ukuze|CONJ
lokho|lokho|CDEM
kwenziwe|ku-enz-iw-e|V
ngcono|ngcono|ADV
,|,|PUNC
uma|uma|CONJ
lokho|lokho|CDEM
ababebhekene|aba-be-bhek-en-e|REL
nakho|na-kho|ADV
kwakungekuhle|kwa-u-ku-nge-ku-hle|POSS
.|.|PUNC

Sebenzisa|sebenz-is-a|V
amanothi|a-ma-nothi|N
ezifundo|ezi-fundo|REL
kwiSahluko|ku-i-si-ahluko|N
2|2|NUM
,|,|PUNC
2.2|2.2|NUM
ukukusiza|u-ku-ku-siz-a|V
emva|e-mu-va|ADV
kokuzwa|kwa-u-ku-zw-a|POSS
uvo|u-vo|N
lwamaqembu|lwa-a-ma-qembu|POSS
.|.|PUNC

Kunezinhlobo|kuna-i-zin-hlobo|N
eziningi|ezin-ningi|ADJ
ezahlukene|ezi-ahluk-an-il-e|REL
zokuphathwa|zo-ku-phath-w-a|POSS
kweprojekthi|kwa-i-projekthi|POSS
ezisetshenziswa|ezi-sebenz-is-w-a|REL
esikhungweni|esi-khungo-ini|REL
sentuthuko|s-intuthuko|POSS
.|.|PUNC
Lokhu|lokhu|CDEM
kuvamise|ku-vam-is-e|V
ukwehluka|u-ku-ehluk-a|V
kuzinhlobo|ku-zin-hlobo|N
ezisetshenziswa|ezi-sebenz-is-w-a|REL
emhlabeni|e-u-mu-hlaba-ini|N
wemisebenzi|wa-i-mi-sebenzi|POSS
eyehlukene|e-yi-ehluk-an-il-e|REL
.|.|PUNC
Ziphinde|zi-phind-e|V
zivame|zi-vam-e|V
ukwehluka|u-ku-ehluk-a|V
phakathi|phakathi|ADV
kwamazwe|kwa-a-ma-zwe|POSS
ngamazwe|ng-a-ma-zwe|N
.|.|PUNC
Emkhakheni|e-u-mu-khakha-ini|N
waseNingizimu|wa-s-e-i-li-Ningizimu|POSS
Afrika|Afrika|N
alukho|a-lu-kho|REL
uhlobo|u-lu-hlobo|N
lwesikhungo|lwa-i-si-khungo|POSS
somphakathi|sa-u-mu-phakathi|POSS
olubekwe|olu-bek-w-e|REL
ngokusemthethweni|nga-u-ku-s-e-m-thetho-ini|ADV
kanti|kanti|CONJ
kuzokuba|ku-zo-ku-ba|V
khona|kho-na|PRO
umehluko|u-mu-hluko|N
ngisho|ngi-sh-o|COP
phakathi|phakathi|ADV
kwezinhlobo|kwa-i-zin-hlobo|POSS
ezisetshenziswa|ezi-sebenz-is-w-a|REL
iminyango|i-mi-nyango|N
kahulumeni|ka-u-hulumeni|POSS
eyehlukene|e-yi-ehluk-an-il-e|REL
.|.|PUNC
Amalungu|a-ma-lungu|N
eKomidi|e-komidi|N
Lesigceme|le-si-gceme|POSS
kumele|ku-mel-e|V
akujwayele|a-ku-jwayele|REL
ukuphathwa|u-ku-phath-w-a|V
komjikelezo|ku-mjikelezo|N
weprojekthi|wa-iprojekthi|POSS
njengoba|njengoba|CONJ
lolu|lolu|CDEM
kuwuhlobo|ku-wu-hlobo|N
oluvamise|olu-vam-is-e|REL
ukusetshenziswa|u-ku-sebenz-is-w-a|V
.|.|PUNC
Ukwehlukaniswa|U-ku-ehlukan-is-w-a|V
kanye|ka-nye|ADV
namagama|na-a-ma-gama|ADV
ezinyathelo|izi-nyathelo|N
noma|noma|CONJ
izigaba|i-zi-gaba|N
zomjikelezo|zo-m-jikelezo|POSS
weprojekthi|wa-iprojekthi|POSS
kungahluka|ku-nga-hluk-a|V
kwencike|kwe-ncik-e|POSS
esikhungweni|esi-khungo-ini|REL
esixhasa|esi-xhas-a|REL
ngezimali|nga-i-zi-mali|ADV
noma|noma|CONJ
umnyango|u-mu-nyango|N
kahulumeni|ka-u-hulumeni|POSS
.|.|PUNC

Izakhamizi|i-zakhamizi|N
zineqhaza|zi-ne-qhaza|N
elisemqoka|eli-s-e-m-qoka|REL
ekwenzeni|e-u-ku-enz-a-ini|V
izinqumo|i-zin-qumo|N
ezithinta|ezi-thint-a|REL
izimpilo|i-zi-m-philo|N
zazo|za-zo|POSS
kanye|ka-nye|ADV
nasekuqinisekiseni|na-s-e-u-ku-qinisek-is-a-ini|ADV
ukuthi|ukuthi|CONJ
abaholi|a-ba-holi|N
bazo|ba-zo|POSS
abakhethiwe|aba-kheth-iw-e|REL
bazinikela|ba-zi-nikel-a|V
ngemfanelo|nge-m-fanelo|ADV
baphinde|ba-phind-e|V
benze|be-enz-e|COP
nomsebenzi|no-u-mu-sebenzi|ADV
wabo|wa-bo|POSS
.|.|PUNC
Lokhu|lokhu|CDEM
kuhamba|ku-hamb-a|V
kwedlulele|kwe-dlulel-e|COP
ngale|nga-le|ADV
kokuvota|ko-oku-vot-a|POSS
okhethweni|o-u-khetho-ini|N
.|.|PUNC
Ukubamba|u-ku-bamb-a|V
iqhaza|i-qhaza|N
ngemfanelo|nge-m-fanelo|ADV
kwezakhamizi|kwe-zakhamizi|COP
kusho|ku-sho|N
ukuthi|ukuthi|CONJ
abantu|a-ba-ntu|N
babamba|ba-bamb-a|V
iqhaza|i-qhaza|N
elisemqoka|eli-s-e-m-qoka|REL
okhethweni|o-u-khetho-ini|N
.|.|PUNC
Kuyo|ku-yo|PRO
yonke|yo-nke|PRO
imikhakha|i-mi-khakha|N
kahulumeni|ka-u-hulumeni|POSS
izakhamizi|i-zakhamizi|N
zikahulumeni|zi-ka-u-hulumeni|POSS
kumele|ku-mel-e|V
ziqinisekise|zi-qinis-ek-is-e|V
ukuthi|ukuthi|CONJ
zifaka|zi-fak-a|V
imibono|i-mi-bono|N
ethile|e-thile|REL
ezingxoxweni|ezi-ngxoxo-ini|REL
eziphathelene|ezi-phathalan-e|REL
nokwakhiwa|no-u-ku-akh-iw-a|ADV
kwemithetho|kwe-i-mi-thetho|COP
emisha|emi-sha|ADJ
ngokuya|nga-u-ku-ya|ADV
emihlanganweni|e-mi-hlangano-ini|N
yomphakathi|yo-m-phakathi|POSS
yokuxoxa|yoku-xox-a|V
ngokudingekayo|nga-u-ku-dingeka-yo|ADV
noma|noma|CONJ
ukwenza|u-kw-enz-a|V
izethulo|ize-thulo|N
.|.|PUNC

UMBUZO|U-m-buzo|N
1|1|NUM
Yini|yini|INT
iqhaza|i-li-qhaza|N
lakho|la-kho|POSS
njengelungu|njenga-i-lungu|ADV
Lekomidi|le-komidi|CDEM
Lesigceme|le-sigceme|CDEM
kunqubo|ku-n-qubo|N
yesabelomali|ye-sabelomali|POSS
?|?|PUNC
Thatha|thath-a|V
izimpendulo|i-zin-pendulo|N
.|.|PUNC

Emhlanganweni|e-u-mu-hlangano-ini|N
ovulelekile|o-vulelek-il-e|V
,|,|PUNC
namathisela|na-math-is-el-a|ADV
amathebhula|a-ma-thebhula|N
awo|a-wo|POSS
wonke|wo-nke|PRO
amaqembu|a-ma-qembu|N
odongeni|o-donga-ini|POSS
bese|be-se|V
nikhipha|ni-khiph-a|V
amaphuzu|a-ma-phuzu|N
afanayo|a-fan-a-yo|REL
ethebhuleni|e-thebhula-ini|N
nisebenzise|ni-sebenz-is-e|V
imibuzo|i-mi-buzo|N
yengxoxo|ya-i-ngxoxo|POSS
Emsebenzini|e-mu-sebenzi-ini|N
wesi-4|wa-i-si-4|POSS
.|.|PUNC

Uhlelo|u-hlelo|N
kumele|ku-mel-e|V
luhlanganise|lu-hlangan-is-e|V
imininingwane|i-mi-niningwane|N
ngomphakathi|nga-u-m-phakathi|ADV
,|,|PUNC
imicimbi|i-mi-cimbi|N
emphakathini|e-mu-phakathi-ini|N
kanye|kanye|CONJ
namathuluzi|na-a-ma-thuluzi|ADV
nezindlela|na-i-zin-dlela|ADV
ezingasetshenziswa|ezi-nga-sebenz-is-w-a|REL
ukukhiqiza|u-ku-khiqiz-a|V
imininingwane|i-mi-niningwane|N
edingekayo|e-ding-ek-a-yo|REL
.|.|PUNC
Ekhasini|e-khasi-ini|N
elilandelayo|eli-landel-a-yo|REL
kunesibonelo|ku-na-i-si-bonelo|N
sohlelo|sa-u-hlelo|POSS
nendlela|na-n-dlela|ADV
okumele|oku-m-el-e|REL
lubhalwe|lu-bhal-w-e|V
ngayo|nga-yo|ADV
.|.|PUNC
Lokhu|lokhu|CDEM
kwenzelwe|ku-enz-el-w-e|V
ukunikeza|u-ku-nikez-a|V
isithombe|i-si-thombe|N
sokufanele|sa-oku-fanel-e|POSS
kuqukathwe|ku-qukath-w-il-e|V
wuhlelo|w-u-hlelo|COP
lwesigceme|lwa-si-gceme|POSS
.|.|PUNC

INingizimu|i-Ningizimu|N
Afrika|Afrika|N
inamasheya|i-na-a-ma-sheya|N
amaningi|ama-ningi|ADJ
emhlabeni|e-mu-hlaba-ini|N
jikelele|jikelele|IDEO
emikhiqizweni|e-mi-khiqizo-ini|N
yeplatinamu|ya-i-platinamu|POSS
,|,|PUNC
igolide|i-golide|N
,|,|PUNC
idayimane|i-dayimane|N
,|,|PUNC
imanganisi|i-manganisi|N
,|,|PUNC
amalahle|a-ma-lahle|N
,|,|PUNC
insimbi|i-nsimbi|N
kanye|ka-nye|ADV
neyureniyamu|na-i-yureniyamu|ADV
.|.|PUNC
Nokho|nokho|CONJ
eshumini|e-i-li-shumi-ini|N
leminyaka|la-i-mi-nyaka|POSS
edlule|e-dlul-e|REL
izimayini|i-zi-mayini|N
zakuleli|za-ku-leli|POSS
aziphumelelanga|a-zi-phumelel-a-nga|V
ukuhambisana|u-ku-hamb-is-an-a|V
nesimo|na-i-si-mo|ADV
sokukhula|sa-u-ku-khul-a|POSS
komnotho|kwa-u-mu-notho|POSS
womhlaba|wa-u-mu-hlaba|POSS
ekuthuthelweni|e-ku-thuth-el-w-e-ini|V
ngaphandle|nga-phandle|ADV
kokumbiwa|kwa-oku-mb-iw-a|POSS
phansi|phansi|ADV
ngenxa|ngenxa|CONJ
yengqalasizinda|ya-i-ngqalasizinda|POSS
engekho|e-nge-kho|REL
esimeni|esi-mo-ini|REL
esihle|esi-hle|ADJ
,|,|PUNC
obekuhambisana|o-be-ku-hamb-is-an-a|REL
nokulawulwa|na-u-ku-lawul-w-a|ADV
nohlaka|na-u-hlaka|ADV
lwenqubomgomo|lwa-i-n-qubomgomo|POSS
okuphazamisa|oku-phazam-is-a|REL
ukutshalwa|u-ku-tshal-w-a|V
kwezimali|kwa-i-zi-mali|POSS
.|.|PUNC
INingizimu|i-Ningizimu|N
Afrika|Afrika|N
ingazuza|i-nga-zuz-a|V
kakhulu|ka-khulu|ADV
ekukhuleni|e-ku-khul-a-ini|V
ngamandla|nga-a-ma-ndla|ADV
kwezidingo|kwa-i-zi-dingo|POSS
zempahla|za-i-m-pahla|POSS
ezidingwa|ezi-ding-w-a|REL
yi-Asia|y-i-Asia|COP
.|.|PUNC
Ukwenza|u-ku-enz-a|V
njalo|njalo|ADV
kusho|ku-sh-o|V
ukuthuthukiswa|u-ku-thuthuk-is-w-a|V
kwengqalasizinda|kwa-i-ngqalasizinda|POSS
yezamanzi|ya-i-za-manzi|POSS
,|,|PUNC
ezokuthutha|e-za-u-ku-thuth-a|REL
,|,|PUNC
nezamandla|na-i-za-a-ma-ndla|ADV
,|,|PUNC
nokuhlinzeka|na-u-ku-hlinzek-a|ADV
ngenqubomgomo|nga-i-n-qubomgomo|ADV
engcono|e-ngcono|REL
nenesiqinisekiso|na-i-na-i-si-qinisekiso|ADV
ngokulawula|nga-u-ku-lawul-a|ADV
kubatshala|ku-ba-tshal-a|V
izimali|i-zi-mali|N
.|.|PUNC
Lokhu|lokhu|CDEM
kuyosiza|ku-yo-siz-a|V
umkhakha|u-mu-khakha|N
wezokumbiwa|wa-i-za-oku-mb-iw-a|POSS
phansi|phansi|ADV
ukuthi|ukuthi|CONJ
usabalalise|u-sabalal-is-e|V
amakhono|a-ma-khono|N
,|,|PUNC
izisetshenziswa|i-zi-setshenziswa|N
,|,|PUNC
ukwazi|u-ku-az-i|V
indlela|i-n-dlela|N
yokwenza|ya-u-ku-enz-a|POSS
nemali|na-i-mali|ADV
ekhona|e-khona|REL
,|,|PUNC
nokuvumela|na-u-ku-vumel-a|ADV
uhulumeni|u-hulumeni|N
ukuthi|ukuthi|CONJ
akhuphule|a-khuphul-e|V
intela|i-ntela|N
,|,|PUNC
okwedlula|okwe-dlul-a|REL
njengoba|njengoba|CONJ
enza|a-enz-a|V
manje|manje|ADV
.|.|PUNC

Ukuguqula|u-ku-guqula|N
indlela|i-n-dlela|N
yokuhlela|ya-u-ku-hlel-a|POSS
ukusombulula|u-ku-sombulula|N
imisebenzi|i-mi-sebenz-i|V
ehlukene|e-hlukan-e|REL
ekuhleleni|e-u-ku-hlel-a-ini|V
kukahulumeni|kuka-u-hulumeni|POSS
kazwelonke|ka-u-zwelonke|POSS
,|,|PUNC
ukulawula|uku-lawul-a|V
ngokungeyikho|nga-u-ku-nge-yi-kho|ADV
kwezinhlelo|kwa-i-zin-hlelo|POSS
zangaphakathi|za-nga-phakathi|POSS
kuhulumeni|ku-u-hulumeni|N
,|,|PUNC
ukuhlukanisa|u-ku-hluk-an-is-a|V
imingcele|i-mi-ngcele|N
phakathi|phakathi|ADV
komasipala|ku-masipala|N
nokungasebenzi|na-u-ku-nga-sebenzi|ADV
kahle|ka-hle|ADV
kwezinhlelo|kwa-i-zin-hlelo|POSS
ezihlangene|ezi-hlangan-il-e|REL
zezentuthuko|za-za-n-tuthuko|POSS
.|.|PUNC

Umphakathi|u-mu-phakathi|N
jekelele|jekelele|IDEO
ukhuthaza|u-khuthaz-a|V
intuthuko|i-ntuthuko|N
nokubumbana|na-u-ku-bumb-an-a|ADV
komphakathi|ko-u-mu-phakathi|POSS
.|.|PUNC
Emiphakathini|e-i-mi-phakathi-ini|N
eminingi|emi-ningi|ADJ
empofu|e-mpofu|REL
izinhlangano|i-zin-hlangano|N
ezingekho|ezi-nge-khona|REL
ngaphansi|nga-phansi|ADV
kukahulumeni|ku-ka-u-hulumeni|N
zezenhlalakahle|za-ze-n-hlalakahle|POSS
nezinye|na-ezi-nye|ADV
izinhlangano|i-zin-hlangano|N
ezizinze|ezi-zinz-e|REL
emphakathini|e-mu-phakathi-ini|N
ziletha|zi-leth-a|V
izinhlelo|i-zin-hlelo|N
zomphakathi|za-u-mu-phakathi|POSS
ezisemqoka|ezi-s-e-m-qoka|REL
nokutholakala|na-u-ku-thol-akal-a|ADV
kwemisebenzi|kwa-i-mi-sebenzi|POSS
.|.|PUNC

Qala|qal-a|V
ukusebenzisa|u-ku-sebenz-is-a|V
uhlelo|u-hlelo|N
lokudla|lwa-u-kudla|POSS
okunomsoco|oku-na-u-m-soco|REL
kwabesifazane|kwa-a-be-si-fazane|POSS
abakhulelwe|aba-khulel-w-e|REL
nezingane|na-zi-ngane|ADV
ezincane|ezi-ncane|ADJ
nokusabalalisa|na-u-ku-sabalal-is-a|ADV
imisebenzi|i-mi-sebenzi|N
yokuthuthukisa|ya-u-ku-thuthuk-is-a|POSS
izingane|i-zi-ngane|N
ezisencane|ezi-se-ncane|REL
ezineminyaka|ezi-na-i-mi-nyaka|REL
engaphansi|e-nga-phansi|REL
kwemihlanu|kwa-emi-hlanu|POSS
.|.|PUNC

Yiziphi|yi-zi-phi|COP
izinhlangano|i-zin-hlangano|N
zemiphakathi|za-i-mi-phakathi|POSS
noma|noma|CONJ
iminyango|i-mi-nyango|N
kamasipala|ka-masipala|POSS
esifisa|esi-fis-a|REL
ukuzimema|u-ku-zi-mem-a|V
ukwenza|u-ku-enz-a|V
isethulo|i-si-ethulo|N
ekomidini|e-komidi-ini|N
lesigceme|la-i-si-gceme|POSS
noma|noma|CONJ
emhlanganweni|e-m-hlangano-ini|N
wabamele|wa-a-ba-mel-e|POSS
izinhlangano|i-zin-hlangano|N
/|/|PUNC
izindawo|i-zin-dawo|N
?|?|PUNC

Izinsuku|i-zin-suku|N
umasipala|u-masipala|N
azobamba|a-zo-bamb-a|V
imihlangano|i-mi-hlangano|N
yokubonisana|ya-u-ku-bon-is-an-a|POSS
ngazo|nga-zo|ADV
,|,|PUNC
ongafisa|o-nga-fis-a|REL
ukubamba|u-ku-bamb-a|V
iqhaza|i-li-qhaza|N
kuyo|ku-yo|PRO
,|,|PUNC
njengohlelo|njenga-u-hlelo|ADV
lwe-IDP|lwa-i-IDP|POSS
kanye|kanye|CONJ
nesabelomali|na-i-sabelomali|ADV
sonyaka|sa-u-nyaka|POSS
.|.|PUNC

Ukulethwa|u-ku-lethwa|N
kwemisebenzi|kwa-i-mi-sebenzi|POSS
yezingqalazizinda|y-izi-ngqalazizinda|POSS
okusimeme|oku-simam-e|REL
ngempumelelo|nga-m-pumelelo|ADV
kuncike|ku-ncik-e|V
ekuqondisiseni|e-ku-qond-isis-en-i|V
kahle|ka-hle|ADV
igalelo|i-galelo|N
nemisebenzi|na-i-mi-sebenzi|ADV
yalabo|ya-alabo|POSS
okubanjiswene|oku-banjiswene|REL
nabo|na-bo|ADV
ekunikezelweni|e-kunikezelo-ini|N
kwezingqalazizinda|kwe-zin-gqalazizinda|POSS
.|.|PUNC
Umsebenzi|u-mu-sebenzi|N
wokulawulwa|wo-ku-lawulwa|POSS
kokusebenza|ku-oku-sebenz-a|POSS
kusemahlombe|ku-s-e-ma-hlombe|N
kamenenja|ka-menenja|N
kamasipala|ka-u-masipala|POSS
.|.|PUNC

INingizimu|i-Ningizimu|N
Afrika|Afrika|N
idinga|i-ding-a|V
umnotho|u-mnotho|N
ongowabo|o-ngo-wa-bo|REL
bonke|bo-nke|PRO
abantu|a-ba-ntu|N
,|,|PUNC
oguqukayo|o-guquk-a-yo|REL
oveza|o-vez-a|REL
izithelo|i-zi-thelo|N
zokukhula|za-u-ku-khul-a|POSS
ezitholwa|ezi-thol-w-a|REL
yibo|yi-bo|COP
bonke|bo-nke|PRO
abantu|a-ba-ntu|N
ngokulinganayo|nga-u-ku-lingan-a-yo|ADV
.|.|PUNC
Ngonyaka|nga-u-nyaka|ADV
wezi-2030|wa-i-zi-2030|POSS
,|,|PUNC
umnotho|u-mnotho|N
kumele|ku-mel-e|V
kube|ku-be|V
ngosusondele|ng-o-su-sondel-e|COP
emathubeni|e-ma-thuba-ini|N
emisebenzi|e-mi-sebenzi|REL
aphelele|a-phelel-e|V
,|,|PUNC
ukuhlomisa|u-ku-hlom-is-a|V
abantu|a-ba-ntu|N
ngamakhono|nga-a-ma-khono|ADV
abawadingayo|aba-wa-dinga-yo|REL
,|,|PUNC
ukuqinisekisa|u-ku-qinisek-is-a|V
ukuthi|ukuthi|CONJ
ubunikazi|u-bu-nikazi|N
bemikhiqizo|ba-i-mi-khiqizo|POSS
buhlukene|bu-hlukan-il-e|V
futhi|futhi|CONJ
bukhula|bu-khul-a|V
ngokushesha|nga-u-ku-shesh-a|ADV
,|,|PUNC
futhi|futhi|CONJ
uhlinzeka|u-hlinz-ek-a|V
ngezisetshenziswa|nga-i-zi-sebenz-is-w-a|ADV
ukukhokhela|u-ku-khokh-el-a|V
ukufakwa|u-ku-fak-w-a|V
kwemali|kwa-i-mali|POSS
kubantu|ku-a-ba-ntu|N
nasempahleni|na-s-e-m-pahla-ini|ADV
.|.|PUNC

Izinsiza|i-zi-nsiza|N
:|:|PUNC
Ikhophi|i-khophi|N
Yohlelo|ya-u-hlelo|POSS
Lwezentuthuko|lwa-i-za-i-ntuthuko|POSS
Edidiyelwe|e-didiyel-w-e|REL
,|,|PUNC
incwadi|i-ncwadi|N
esihloko|e-si-hloko|REL
